training_ error,test_ error
0.2168,0.2156
0.7518,0.7544
0.16779999999999995,0.17159999999999997
0.8488,0.8472
0.11919999999999997,0.12480000000000002
0.8638,0.8616
0.18400000000000005,0.19120000000000004
0.7372000000000001,0.7384
0.11919999999999997,0.12480000000000002
0.7854,0.78
0.3366,0.3376
0.48560000000000003,0.48260000000000003
0.8638,0.8616
0.265,0.27659999999999996
0.41859999999999997,0.41879999999999995
0.5296000000000001,0.5366
0.596,0.5988
0.18400000000000005,0.19120000000000004
0.8488,0.8472
0.11919999999999997,0.12480000000000002
0.8638,0.8616
0.3366,0.3376
0.8638,0.8616
0.2278,0.23119999999999996
0.46399999999999997,0.46499999999999997
0.6866,0.6814
0.775,0.7718
0.11919999999999997,0.12480000000000002
0.8638,0.8616
0.26060000000000005,0.2734
0.5424,0.5396000000000001
0.8502000000000001,0.8464
0.11919999999999997,0.12480000000000002
0.749,0.7518
0.41059999999999997,0.40700000000000003
0.8638,0.8616
0.16779999999999995,0.17159999999999997
0.8488,0.8472
0.4142,0.40580000000000005
0.11880000000000002,0.12280000000000002
0.8488,0.8472
0.8638,0.8616
0.11919999999999997,0.12480000000000002
0.8638,0.8616
0.15500000000000003,0.15639999999999998
0.5307999999999999,0.5372
0.8502000000000001,0.8464
0.11919999999999997,0.12480000000000002
0.7656000000000001,0.7594
0.494,0.49219999999999997
0.5,0.5032
0.3284,0.3288
0.6656,0.6666000000000001
0.3024,0.3054
0.6916,0.69
0.8638,0.8616
0.11919999999999997,0.12480000000000002
0.7024,0.6910000000000001
0.34619999999999995,0.359
0.6776,0.6654
0.5808,0.5928
0.41459999999999997,0.401
0.6198,0.6144000000000001
0.11919999999999997,0.12480000000000002
0.7372000000000001,0.7384
0.20940000000000003,0.21040000000000003
0.8502000000000001,0.8464
0.14500000000000002,0.15080000000000005
0.5446,0.5502
0.6308,0.6224000000000001
0.4112,0.41900000000000004
0.6084,0.6038
0.38560000000000005,0.39159999999999995
0.635,0.6315999999999999
0.8638,0.8616
0.11919999999999997,0.12480000000000002
0.631,0.6286
0.5087999999999999,0.5186
0.47540000000000004,0.4686
0.5186,0.5267999999999999
0.43300000000000005,0.43100000000000005
0.8638,0.8616
0.19320000000000004,0.19420000000000004
0.655,0.6494
0.36439999999999995,0.37960000000000005
0.44599999999999995,0.4426
0.8638,0.8616
0.11919999999999997,0.12480000000000002
0.8136,0.8089999999999999
0.7518,0.7544
0.11919999999999997,0.12480000000000002
0.4446,0.44220000000000004
0.8194,0.8172
0.8638,0.8616
0.11919999999999997,0.12480000000000002
0.6574,0.6577999999999999
0.43479999999999996,0.43400000000000005
0.5591999999999999,0.5614
0.4446,0.44220000000000004
0.5494,0.5532
0.4246,0.4244
0.8638,0.8616
0.11919999999999997,0.12480000000000002
0.7867999999999999,0.7838
0.35819999999999996,0.35140000000000005
0.6614,0.6714
0.16779999999999995,0.17159999999999997
0.8748,0.8706
0.3964,0.405
0.6832,0.6838
0.6174,0.6113999999999999
0.4942,0.5014000000000001
0.36,0.3478
0.634,0.6476
0.8638,0.8616
0.11919999999999997,0.12480000000000002
0.631,0.6286
0.8502000000000001,0.8464
0.11919999999999997,0.12480000000000002
0.7436,0.736
0.4686,0.474
0.37960000000000005,0.36960000000000004
0.6144000000000001,0.6258
0.8638,0.8616
0.11919999999999997,0.12480000000000002
0.6566000000000001,0.656
0.4468,0.4444
0.3438,0.3346
0.8638,0.8616
0.11919999999999997,0.12480000000000002
0.5212,0.5276000000000001
0.6038,0.5898
0.36339999999999995,0.37160000000000004
0.5232,0.5296000000000001
0.8638,0.8616
0.11919999999999997,0.12480000000000002
0.6602,0.6544
0.34619999999999995,0.359
0.7034,0.6914
0.4898,0.49360000000000004
0.353,0.36339999999999995
0.4494,0.44520000000000004
0.5287999999999999,0.5364
0.46519999999999995,0.45899999999999996
0.5022,0.5085999999999999
0.4918,0.4868
0.5287999999999999,0.5364
0.2168,0.21619999999999995
0.8748,0.8706
0.8638,0.8616
0.11919999999999997,0.12480000000000002
0.8638,0.8616
0.11919999999999997,0.12480000000000002
0.6568,0.6457999999999999
0.7372000000000001,0.7384
0.11919999999999997,0.12480000000000002
0.6274,0.6344000000000001
0.554,0.558
0.4656,0.4648
0.3568,0.3528
0.16779999999999995,0.17159999999999997
0.8748,0.8706
0.5508,0.5498000000000001
0.29079999999999995,0.3026
0.8502000000000001,0.8464
0.11919999999999997,0.12480000000000002
0.6956,0.69
0.8638,0.8616
0.11919999999999997,0.12480000000000002
0.6274,0.6344000000000001
0.5456,0.5429999999999999
0.11880000000000002,0.12280000000000002
0.8748,0.8706
0.8638,0.8616
0.48219999999999996,0.476
0.11919999999999997,0.12480000000000002
0.8231999999999999,0.8198
0.14500000000000002,0.15080000000000005
0.6574,0.6577999999999999
0.4676,0.4596
0.8638,0.8616
0.11919999999999997,0.12480000000000002
0.7438,0.7485999999999999
0.4314,0.43420000000000003
0.5626,0.5611999999999999
0.4216,0.42600000000000005
0.5724,0.5694
0.4216,0.42600000000000005
0.8638,0.8616
0.11919999999999997,0.12480000000000002
0.7034,0.6914
0.2528,0.25560000000000005
0.8748,0.8706
0.8502000000000001,0.8464
0.34619999999999995,0.359
0.49019999999999997,0.48960000000000004
0.33220000000000005,0.32799999999999996
0.41059999999999997,0.40700000000000003
0.4526,0.46499999999999997
0.5680000000000001,0.5582
0.5569999999999999,0.5591999999999999
0.43700000000000006,0.43620000000000003
0.8638,0.8616
0.11919999999999997,0.12480000000000002
0.7485999999999999,0.746
0.4142,0.40580000000000005
0.11880000000000002,0.12280000000000002
0.8748,0.8706
0.8638,0.8616
0.16779999999999995,0.17159999999999997
0.8748,0.8706
0.24860000000000004,0.24760000000000004
0.8638,0.8616
0.11919999999999997,0.12480000000000002
0.6768000000000001,0.6788000000000001
0.4468,0.45320000000000005
0.8502000000000001,0.8464
0.11919999999999997,0.12480000000000002
0.7090000000000001,0.7010000000000001
0.7518,0.7544
0.11919999999999997,0.12480000000000002
0.5549999999999999,0.5584
0.6832,0.675
0.8638,0.8616
0.11919999999999997,0.12480000000000002
0.5993999999999999,0.6062000000000001
0.5864,0.5822
0.5992,0.6
0.249,0.24360000000000004
0.745,0.7518
0.8638,0.8616
0.11919999999999997,0.12480000000000002
0.6566000000000001,0.656
0.22899999999999998,0.23140000000000005
0.8748,0.8706
0.8638,0.8616
0.31079999999999997,0.3116
0.38039999999999996,0.38660000000000005
0.46399999999999997,0.46499999999999997
0.3376,0.3456
0.8502000000000001,0.8464
0.11919999999999997,0.12480000000000002
0.8638,0.8616
0.17179999999999995,0.17600000000000005
0.5992,0.6
0.6198,0.6144000000000001
0.5808,0.5928
0.2168,0.2156
0.6198,0.6144000000000001
0.775,0.7718
0.11919999999999997,0.12480000000000002
0.7372000000000001,0.7384
0.20940000000000003,0.21040000000000003
0.7954,0.7854
0.5508,0.5498000000000001
0.8638,0.8616
0.31679999999999997,0.32599999999999996
0.8638,0.8616
0.14580000000000004,0.15259999999999996
0.5668,0.5640000000000001
0.34340000000000004,0.3538
0.8638,0.8616
0.11919999999999997,0.12480000000000002
0.8222,0.8194
0.17179999999999995,0.17600000000000005
0.8224,0.8168
0.17159999999999997,0.17859999999999998
0.8224,0.8168
0.17159999999999997,0.17859999999999998
0.8482000000000001,0.8428
0.8638,0.8616
0.7854,0.78
0.11919999999999997,0.12480000000000002
0.7494000000000001,0.7478
0.41200000000000003,0.40559999999999996
0.5820000000000001,0.5898
0.38539999999999996,0.3778
0.8638,0.8616
0.11919999999999997,0.12480000000000002
0.734,0.7404
0.16779999999999995,0.17159999999999997
0.8748,0.8706
0.21860000000000002,0.21640000000000004
0.8488,0.8472
0.8638,0.8616
0.1452,0.15439999999999998
0.8748,0.8706
0.6112,0.6168
0.11919999999999997,0.12480000000000002
0.8638,0.8616
0.11919999999999997,0.12480000000000002
0.8226,0.8154
0.3126,0.3062
0.6557999999999999,0.6617999999999999
0.3116,0.30579999999999996
0.6824,0.6896
0.8638,0.8616
0.11919999999999997,0.12480000000000002
0.8748,0.8706
0.30179999999999996,0.2976
0.6921999999999999,0.6978
