training_ error,test_ error
0.06779999999999997,0.16379999999999995
0.05620000000000003,0.1352
0.041000000000000036,0.15280000000000005
0.04520000000000002,0.135
0.034399999999999986,0.14439999999999997
0.03820000000000001,0.14100000000000001
0.02839999999999998,0.14539999999999997
0.030000000000000027,0.14
0.024599999999999955,0.14559999999999995
0.026000000000000023,0.14
0.022199999999999998,0.14580000000000004
0.0242,0.1392
0.021599999999999953,0.14100000000000001
0.022800000000000042,0.13480000000000003
0.020199999999999996,0.13859999999999995
0.0232,0.13560000000000005
0.01880000000000004,0.14100000000000001
0.02100000000000002,0.13739999999999997
0.018000000000000016,0.14180000000000004
0.02059999999999995,0.1382
0.01739999999999997,0.1412
0.019399999999999973,0.14
0.016599999999999948,0.14159999999999995
0.01859999999999995,0.13980000000000004
0.016199999999999992,0.14159999999999995
0.018000000000000016,0.1382
0.016599999999999948,0.1412
0.017199999999999993,0.13939999999999997
0.016199999999999992,0.14180000000000004
0.016599999999999948,0.14
0.016000000000000014,0.1422
0.016199999999999992,0.14059999999999995
0.015599999999999947,0.14380000000000004
0.016000000000000014,0.1422
0.01539999999999997,0.1442
0.016000000000000014,0.1402
0.01539999999999997,0.14180000000000004
0.015800000000000036,0.14039999999999997
0.01539999999999997,0.14480000000000004
0.015199999999999991,0.14300000000000002
0.014800000000000035,0.14339999999999997
0.014599999999999946,0.14180000000000004
0.014399999999999968,0.14280000000000004
0.014399999999999968,0.13980000000000004
0.014599999999999946,0.14259999999999995
0.014399999999999968,0.13959999999999995
0.01419999999999999,0.14180000000000004
0.014000000000000012,0.1412
0.01419999999999999,0.14359999999999995
0.014399999999999968,0.14200000000000002
0.01419999999999999,0.1412
0.014399999999999968,0.14039999999999997
0.01419999999999999,0.1412
0.01419999999999999,0.14139999999999997
0.014000000000000012,0.14400000000000002
0.01419999999999999,0.14139999999999997
0.01419999999999999,0.14300000000000002
0.014000000000000012,0.14039999999999997
0.014000000000000012,0.14259999999999995
0.014000000000000012,0.14100000000000001
0.013599999999999945,0.14180000000000004
0.013800000000000034,0.14039999999999997
0.013599999999999945,0.14159999999999995
0.013599999999999945,0.1412
0.013599999999999945,0.1422
0.013599999999999945,0.14159999999999995
0.013599999999999945,0.1422
0.013800000000000034,0.14139999999999997
0.013800000000000034,0.14259999999999995
0.013800000000000034,0.14200000000000002
0.013599999999999945,0.14239999999999997
0.013599999999999945,0.14200000000000002
0.013599999999999945,0.14300000000000002
0.013599999999999945,0.14180000000000004
0.013599999999999945,0.14239999999999997
0.013599999999999945,0.14139999999999997
0.013599999999999945,0.14339999999999997
0.014000000000000012,0.14280000000000004
0.013800000000000034,0.14300000000000002
0.014000000000000012,0.14239999999999997
0.013800000000000034,0.14280000000000004
0.013800000000000034,0.14180000000000004
0.013800000000000034,0.14180000000000004
0.013800000000000034,0.14159999999999995
0.013800000000000034,0.14139999999999997
0.013800000000000034,0.14080000000000004
0.013800000000000034,0.14200000000000002
0.013800000000000034,0.14159999999999995
0.013800000000000034,0.14180000000000004
0.013800000000000034,0.13980000000000004
0.013800000000000034,0.1412
0.013800000000000034,0.1412
0.013800000000000034,0.14139999999999997
0.013800000000000034,0.14100000000000001
0.013800000000000034,0.1412
0.013800000000000034,0.14100000000000001
0.013800000000000034,0.14159999999999995
0.013800000000000034,0.14059999999999995
0.013800000000000034,0.14159999999999995
0.013800000000000034,0.14100000000000001
0.013800000000000034,0.14200000000000002
0.013800000000000034,0.14100000000000001
0.013800000000000034,0.14139999999999997
0.013800000000000034,0.14059999999999995
0.013800000000000034,0.14139999999999997
0.013800000000000034,0.14100000000000001
0.013800000000000034,0.14139999999999997
0.013800000000000034,0.14059999999999995
0.013800000000000034,0.1412
0.013800000000000034,0.14080000000000004
0.013599999999999945,0.14039999999999997
0.013599999999999945,0.1402
0.013599999999999945,0.14039999999999997
0.013599999999999945,0.1402
0.013599999999999945,0.1402
0.013599999999999945,0.14080000000000004
0.013599999999999945,0.1402
0.013599999999999945,0.14039999999999997
0.013599999999999945,0.14039999999999997
0.013599999999999945,0.1402
0.013599999999999945,0.14059999999999995
0.013599999999999945,0.14
0.013599999999999945,0.14100000000000001
0.013599999999999945,0.13980000000000004
0.013599999999999945,0.1412
0.013599999999999945,0.14100000000000001
0.013599999999999945,0.14100000000000001
0.013599999999999945,0.14080000000000004
0.013599999999999945,0.14080000000000004
0.013599999999999945,0.14039999999999997
0.013599999999999945,0.14080000000000004
0.013599999999999945,0.1402
0.013599999999999945,0.14080000000000004
0.013599999999999945,0.14039999999999997
0.013599999999999945,0.14039999999999997
0.013599999999999945,0.14
0.013599999999999945,0.14059999999999995
0.013599999999999945,0.14039999999999997
0.013800000000000034,0.1412
0.013800000000000034,0.1402
0.013800000000000034,0.13980000000000004
0.013800000000000034,0.13939999999999997
0.013800000000000034,0.1402
0.013800000000000034,0.13980000000000004
0.013800000000000034,0.1402
0.013800000000000034,0.14039999999999997
0.013800000000000034,0.1402
0.013800000000000034,0.14100000000000001
0.013800000000000034,0.14100000000000001
0.013800000000000034,0.14
0.013800000000000034,0.14
0.013800000000000034,0.14039999999999997
0.013800000000000034,0.14100000000000001
0.013800000000000034,0.14059999999999995
0.013800000000000034,0.1412
0.013800000000000034,0.1412
0.013800000000000034,0.14200000000000002
0.013800000000000034,0.14159999999999995
0.013800000000000034,0.1412
0.013800000000000034,0.14100000000000001
0.013800000000000034,0.14100000000000001
0.013800000000000034,0.14100000000000001
0.013800000000000034,0.14139999999999997
0.013800000000000034,0.14100000000000001
0.013800000000000034,0.14139999999999997
0.013800000000000034,0.14139999999999997
0.013800000000000034,0.14139999999999997
0.013800000000000034,0.14
0.013800000000000034,0.14080000000000004
0.013599999999999945,0.14100000000000001
0.013599999999999945,0.14139999999999997
0.013599999999999945,0.1412
0.013599999999999945,0.14159999999999995
0.013599999999999945,0.14200000000000002
0.013800000000000034,0.1422
0.013599999999999945,0.14239999999999997
0.013599999999999945,0.1422
0.013599999999999945,0.1422
0.013800000000000034,0.1422
0.013800000000000034,0.1422
0.013800000000000034,0.1422
0.013800000000000034,0.1422
0.013800000000000034,0.1422
0.013800000000000034,0.14259999999999995
0.013800000000000034,0.14239999999999997
0.013800000000000034,0.14239999999999997
0.013800000000000034,0.14300000000000002
0.013800000000000034,0.14280000000000004
0.013800000000000034,0.14300000000000002
0.013800000000000034,0.1432
0.013800000000000034,0.14339999999999997
0.013800000000000034,0.14339999999999997
0.013800000000000034,0.14359999999999995
0.013800000000000034,0.1432
0.013800000000000034,0.1432
0.013599999999999945,0.14239999999999997
0.013800000000000034,0.14300000000000002
0.013800000000000034,0.14180000000000004
0.013800000000000034,0.14280000000000004
0.013599999999999945,0.14180000000000004
0.013599999999999945,0.14259999999999995
0.013599999999999945,0.14200000000000002
0.013599999999999945,0.1432
0.013599999999999945,0.14300000000000002
0.013599999999999945,0.1432
0.013599999999999945,0.1432
0.013599999999999945,0.1432
0.013599999999999945,0.14339999999999997
0.013599999999999945,0.14339999999999997
0.013599999999999945,0.14380000000000004
0.013599999999999945,0.14359999999999995
0.013599999999999945,0.14359999999999995
0.013599999999999945,0.1432
0.013599999999999945,0.14339999999999997
0.013599999999999945,0.14300000000000002
0.013599999999999945,0.14300000000000002
0.013599999999999945,0.1432
0.013599999999999945,0.1432
0.013599999999999945,0.14300000000000002
0.013599999999999945,0.1432
0.013599999999999945,0.14300000000000002
0.013599999999999945,0.14300000000000002
0.013599999999999945,0.14300000000000002
0.013599999999999945,0.14300000000000002
0.013599999999999945,0.14280000000000004
0.013599999999999945,0.1432
0.013599999999999945,0.14300000000000002
0.013599999999999945,0.14300000000000002
0.013599999999999945,0.14300000000000002
0.013599999999999945,0.1432
0.013599999999999945,0.14259999999999995
0.013599999999999945,0.14239999999999997
0.013599999999999945,0.14259999999999995
0.013599999999999945,0.14239999999999997
0.013599999999999945,0.14280000000000004
0.013599999999999945,0.14259999999999995
0.013599999999999945,0.14259999999999995
0.013599999999999945,0.14239999999999997
0.013599999999999945,0.14259999999999995
0.013599999999999945,0.1422
0.013599999999999945,0.14239999999999997
0.013599999999999945,0.1422
0.013599999999999945,0.14239999999999997
0.013599999999999945,0.14239999999999997
0.013599999999999945,0.1422
0.013599999999999945,0.14180000000000004
0.013599999999999945,0.14200000000000002
0.013599999999999945,0.14200000000000002
0.013599999999999945,0.1422
0.013599999999999945,0.14200000000000002
0.013599999999999945,0.14200000000000002
0.013599999999999945,0.14200000000000002
0.013599999999999945,0.14239999999999997
0.013599999999999945,0.14200000000000002
0.013599999999999945,0.1422
0.013599999999999945,0.14159999999999995
0.013599999999999945,0.1422
0.013599999999999945,0.1422
0.013599999999999945,0.14200000000000002
0.013599999999999945,0.14200000000000002
0.013599999999999945,0.1422
0.013599999999999945,0.14200000000000002
0.013599999999999945,0.1422
0.013599999999999945,0.14200000000000002
0.013599999999999945,0.14200000000000002
0.013599999999999945,0.14180000000000004
0.013599999999999945,0.14200000000000002
0.013599999999999945,0.14159999999999995
0.013599999999999945,0.14180000000000004
0.013599999999999945,0.14159999999999995
0.013599999999999945,0.14200000000000002
0.013599999999999945,0.14159999999999995
0.013599999999999945,0.14200000000000002
0.013599999999999945,0.14239999999999997
0.013599999999999945,0.1422
0.013599999999999945,0.14180000000000004
0.013599999999999945,0.14200000000000002
0.013599999999999945,0.14180000000000004
0.013599999999999945,0.1422
0.013599999999999945,0.1422
0.013599999999999945,0.1422
0.013599999999999945,0.14159999999999995
0.013599999999999945,0.14200000000000002
0.013599999999999945,0.14200000000000002
0.013599999999999945,0.1422
0.013599999999999945,0.1422
0.013599999999999945,0.1422
0.013599999999999945,0.1422
0.013599999999999945,0.1422
0.013599999999999945,0.14200000000000002
0.013599999999999945,0.1422
0.013599999999999945,0.14180000000000004
0.013599999999999945,0.14239999999999997
0.013599999999999945,0.14180000000000004
0.013599999999999945,0.1422
0.013599999999999945,0.14239999999999997
0.013599999999999945,0.14239999999999997
0.013599999999999945,0.14259999999999995
0.013599999999999945,0.14259999999999995
0.013599999999999945,0.14280000000000004
0.013599999999999945,0.14280000000000004
0.013599999999999945,0.14259999999999995
0.013599999999999945,0.14259999999999995
0.013599999999999945,0.14280000000000004
0.013599999999999945,0.14280000000000004
0.013599999999999945,0.14280000000000004
0.013599999999999945,0.14259999999999995
0.013599999999999945,0.14200000000000002
0.013599999999999945,0.14239999999999997
0.013599999999999945,0.14180000000000004
0.013599999999999945,0.14200000000000002
0.013599999999999945,0.14180000000000004
0.013599999999999945,0.14200000000000002
0.013599999999999945,0.14180000000000004
0.013599999999999945,0.14200000000000002
0.013599999999999945,0.14180000000000004
0.013599999999999945,0.14159999999999995
0.013599999999999945,0.14159999999999995
0.013599999999999945,0.14159999999999995
0.013599999999999945,0.14200000000000002
0.013599999999999945,0.14159999999999995
0.013599999999999945,0.14200000000000002
0.013599999999999945,0.14200000000000002
0.013599999999999945,0.14180000000000004
0.013599999999999945,0.14239999999999997
0.013599999999999945,0.14239999999999997
0.013599999999999945,0.14239999999999997
0.013599999999999945,0.14239999999999997
0.013599999999999945,0.14180000000000004
0.013599999999999945,0.14159999999999995
0.013599999999999945,0.14159999999999995
0.013599999999999945,0.14139999999999997
0.013599999999999945,0.14180000000000004
0.013599999999999945,0.14200000000000002
0.013599999999999945,0.14180000000000004
0.013599999999999945,0.14200000000000002
0.013599999999999945,0.14180000000000004
0.013599999999999945,0.14200000000000002
0.013599999999999945,0.14239999999999997
0.013599999999999945,0.1422
0.013599999999999945,0.14239999999999997
0.013599999999999945,0.14280000000000004
0.013599999999999945,0.14259999999999995
0.013599999999999945,0.14280000000000004
0.013599999999999945,0.14259999999999995
0.013599999999999945,0.1422
0.013599999999999945,0.1422
0.013599999999999945,0.1422
0.013599999999999945,0.14280000000000004
0.013599999999999945,0.1422
0.013599999999999945,0.14239999999999997
0.013599999999999945,0.1422
0.013599999999999945,0.14259999999999995
0.013599999999999945,0.14200000000000002
0.013599999999999945,0.14259999999999995
0.013599999999999945,0.14239999999999997
0.013599999999999945,0.14239999999999997
0.013599999999999945,0.14200000000000002
0.013599999999999945,0.1422
0.013599999999999945,0.1422
0.013599999999999945,0.14239999999999997
0.013599999999999945,0.14239999999999997
0.013599999999999945,0.1422
0.013599999999999945,0.1422
0.013599999999999945,0.14239999999999997
0.013599999999999945,0.14180000000000004
0.013599999999999945,0.1422
0.013599999999999945,0.14180000000000004
0.013599999999999945,0.1422
0.013599999999999945,0.14200000000000002
0.013599999999999945,0.14200000000000002
0.013599999999999945,0.14200000000000002
0.013599999999999945,0.1422
0.013599999999999945,0.14239999999999997
0.013599999999999945,0.1422
0.013599999999999945,0.14239999999999997
0.013599999999999945,0.1422
0.013599999999999945,0.14259999999999995
0.013599999999999945,0.14280000000000004
0.013599999999999945,0.14259999999999995
0.013599999999999945,0.14239999999999997
0.013599999999999945,0.1422
0.013599999999999945,0.14200000000000002
0.013599999999999945,0.14180000000000004
0.013599999999999945,0.14300000000000002
0.013599999999999945,0.14280000000000004
0.013599999999999945,0.14300000000000002
0.013599999999999945,0.14280000000000004
0.013599999999999945,0.14280000000000004
0.013599999999999945,0.14280000000000004
0.013599999999999945,0.14300000000000002
0.013599999999999945,0.14280000000000004
0.013599999999999945,0.1432
0.013599999999999945,0.14300000000000002
0.013599999999999945,0.14300000000000002
0.013599999999999945,0.14259999999999995
0.013599999999999945,0.14280000000000004
0.013599999999999945,0.14280000000000004
0.013599999999999945,0.1432
0.013599999999999945,0.1432
0.013599999999999945,0.14300000000000002
0.013599999999999945,0.14339999999999997
0.013599999999999945,0.1432
0.013599999999999945,0.1432
0.013599999999999945,0.14280000000000004
0.013599999999999945,0.14280000000000004
0.013599999999999945,0.14300000000000002
0.013599999999999945,0.14280000000000004
0.013599999999999945,0.14300000000000002
0.013599999999999945,0.14280000000000004
0.013599999999999945,0.14239999999999997
0.013599999999999945,0.14259999999999995
0.013599999999999945,0.14280000000000004
0.013599999999999945,0.14300000000000002
0.013599999999999945,0.14280000000000004
0.013599999999999945,0.14280000000000004
0.013599999999999945,0.14259999999999995
0.013599999999999945,0.14259999999999995
0.013599999999999945,0.14280000000000004
0.013599999999999945,0.14280000000000004
0.013599999999999945,0.14339999999999997
0.013599999999999945,0.1432
0.013599999999999945,0.14339999999999997
0.013599999999999945,0.1432
0.013599999999999945,0.1432
0.013599999999999945,0.14300000000000002
0.013599999999999945,0.14339999999999997
0.013599999999999945,0.14300000000000002
0.013599999999999945,0.14339999999999997
0.013599999999999945,0.14280000000000004
0.013599999999999945,0.14300000000000002
0.013599999999999945,0.14280000000000004
0.013599999999999945,0.14300000000000002
0.013599999999999945,0.14300000000000002
0.013599999999999945,0.14339999999999997
0.013599999999999945,0.14300000000000002
0.013599999999999945,0.1432
0.013599999999999945,0.14339999999999997
0.013599999999999945,0.1432
0.013599999999999945,0.1432
0.013599999999999945,0.14339999999999997
0.013599999999999945,0.1432
0.013599999999999945,0.14359999999999995
0.013599999999999945,0.14339999999999997
0.013599999999999945,0.14380000000000004
0.013599999999999945,0.14359999999999995
0.013599999999999945,0.14380000000000004
0.013599999999999945,0.14359999999999995
0.013599999999999945,0.14380000000000004
0.013599999999999945,0.14380000000000004
0.013599999999999945,0.1442
0.013599999999999945,0.1442
0.013599999999999945,0.1442
0.013599999999999945,0.1442
0.013599999999999945,0.1442
0.013599999999999945,0.1442
0.013599999999999945,0.14400000000000002
0.013599999999999945,0.1442
0.013599999999999945,0.14400000000000002
0.013599999999999945,0.14400000000000002
0.013599999999999945,0.14400000000000002
0.013599999999999945,0.14380000000000004
0.013599999999999945,0.14380000000000004
0.013599999999999945,0.14380000000000004
0.013599999999999945,0.14439999999999997
0.013599999999999945,0.14439999999999997
0.013599999999999945,0.1442
0.013599999999999945,0.14439999999999997
0.013599999999999945,0.14400000000000002
0.013599999999999945,0.1442
0.013599999999999945,0.1442
0.013599999999999945,0.1442
0.013599999999999945,0.1442
0.013599999999999945,0.14400000000000002
0.013599999999999945,0.14400000000000002
0.013599999999999945,0.14339999999999997
0.013599999999999945,0.14400000000000002
0.013599999999999945,0.14359999999999995
0.013599999999999945,0.14359999999999995
0.013599999999999945,0.14359999999999995
0.013599999999999945,0.14380000000000004
0.013599999999999945,0.14380000000000004
0.013599999999999945,0.1442
0.013599999999999945,0.1442
0.013599999999999945,0.1442
0.013599999999999945,0.1442
0.013599999999999945,0.1442
0.013599999999999945,0.1442
0.013599999999999945,0.1442
0.013599999999999945,0.14439999999999997
0.013599999999999945,0.1442
0.013599999999999945,0.14400000000000002
0.013599999999999945,0.1442
0.013599999999999945,0.1442
0.013599999999999945,0.14459999999999995
0.013599999999999945,0.1442
0.013599999999999945,0.1442
0.013599999999999945,0.1442
0.013599999999999945,0.14339999999999997
0.013599999999999945,0.14359999999999995
